name,calories,protein,carbs,fat
"Peru, congelado, cru",93.722434,18.083333,0,1.83
"Porco, bisteca, crua",164.115337,21.5,0,8.016667
"Porco, bisteca, frita",311.169045,33.747917,0,18.521667
"Porco, bisteca, grelhada",280.084035,28.889583,0,17.375333
"Porco, costela, assada",402.168447,30.222917,0,30.279
"Porco, costela, crua",255.606342,18,0,19.816667
"Porco, lombo, assado",210.234666,35.725,0,6.395667
"Porco, lombo, cru",175.625195,22.604167,0,8.77
"Porco, orelha, salgada, crua",258.491758,18.520833,0,19.89
"Porco, pernil, assado",262.259607,32.133333,0,13.863667
"Porco, pernil, cru",186.05575,20.125,0,11.1
"Porco, rabo, salgado, cru",377.415257,15.58125,0,34.466
"Presunto, com capa de gordura",127.849213,14.370833,1.3975,6.771333
"Presunto, sem capa de gordura",93.743281,14.291667,2.145667,2.706667
"Quibe, assado",136.228876,14.59375,12.86125,2.676333
"Quibe, cru",109.490669,12.354167,10.774167,1.667667
"Quibe, frito",253.831309,14.889583,12.337417,15.799
Salame,397.842507,25.810417,2.90625,30.641333
"Toucinho, cru",592.531175,11.479167,0,60.256667
"Toucinho, frito",696.564007,27.283333,0,64.308667
"Bebida láctea, pêssego",55.164833,2.133333,7.57,1.906667
Creme de Leite,221.483541,1.507807,4.509527,22.479333
"Iogurte, natural",51.489533,4.063333,1.916667,3.04
"Iogurte, natural, desnatado",41.492711,3.83438,5.773953,0.315667
"Iogurte, sabor morango",69.5656,2.71,9.693333,2.33
"Iogurte, sabor pêssego",67.8494,2.53,9.433333,2.336667
"Leite, condensado",312.5726,7.67,56.996667,6.74
"Leite, de cabra",66.415742,3.070907,5.246093,3.754333
"Leite, de vaca, achocolatado",82.820996,2.09902,14.158313,2.169
"Leite, de vaca, desnatado, pó",361.608,34.69,53.043333,0.933333
"Leite, de vaca, integral, pó",496.6503,25.42,39.18,26.903333
"Leite, fermentado",69.621474,1.89486,15.674473,0.099
"Queijo, minas, frescal",264.273128,17.41102,3.240313,20.180667
"Queijo, minas, meia cura",320.721818,21.211374,3.57296,24.61
"Queijo, mozarela",329.870718,22.649,3.049333,25.183
"Queijo, parmesão",452.963755,35.553613,1.66072,33.529333
"Queijo, pasteurizado",303.079803,9.357333,5.676333,27.435333
"Queijo, petit suisse, morango",121.105954,5.78666,18.462007,2.838333
"Queijo, prato",359.880462,22.66176,1.878573,29.106333
"Queijo, requeijão, cremoso",256.578149,9.629547,2.432453,23.441
"Queijo, ricota",139.73178,12.6005,3.786167,8.108667
"Bebida isotônica, sabores variados",25.613333,0,6.403333,0
"Café, infusão 10%",9.070869,0.7125,1.478667,0.069333
"Cana, aguardente 1",215.6616,0,0,0
"Cana, caldo de",65.343598,0,18.151,0
"Cerveja, pilsen 2",40.720189,0.5625,3.3175,0
"Chá, erva-doce, infusão 5%",1.39706,0,0.391333,0
"Chá, mate, infusão 5%",2.73075,0,0.643,0.052
"Chá, preto, infusão 5%",2.24791,0,0.629667,0
"Coco, água de",21.508594,0,5.284667,0
"Refrigerante, tipo água tônica",30.7794,0,7.953333,0
"Refrigerante, tipo cola",33.5142,0,8.66,0
"Refrigerante, tipo guaraná",38.7,0,10,0
"Refrigerante, tipo laranja",45.6273,0,11.79,0
"Refrigerante, tipo limão",39.7191,0,10.263333,0
"Omelete, de queijo",268.006772,15.570833,0.437167,22.007667
"Ovo, de codorna, inteiro, cru",176.8939,13.6875,0.7725,12.68
"Ovo, de galinha, clara, cozida/10minutos",59.435697,13.447917,0,0.089
"Ovo, de galinha, gema, cozida/10minutos",352.67334,15.9,1.56,30.777
"Ovo, de galinha, inteiro, cozido/10minutos",145.70017,13.29375,0.614917,9.476333
"Ovo, de galinha, inteiro, cru",143.111733,13.03,1.636667,8.9
"Ovo, de galinha, inteiro, frito",240.187224,15.616667,1.193667,18.592667
"Achocolatado, pó",401.02,4.203333,91.176667,2.166667
"Açúcar, cristal",386.845724,0.32,99.61,0
"Açúcar, mascavo",368.554823,0.758333,94.45,0.092
"Açúcar, refinado",386.574824,0.32,99.54,0
"Chocolate, ao leite",539.586667,7.22,59.576667,30.266667
"Chocolate, ao leite, com castanha do Pará",558.876333,7.4125,55.376833,34.191
"Chocolate, ao leite, dietético",556.824333,6.897917,56.323417,33.771
"Chocolate, meio amargo",474.91777,4.862443,62.42289,29.856667
Cocada branca,448.845452,1.121833,81.383167,13.587
"Doce, de abóbora, cremoso",198.936063,0.916667,54.613333,0.206667
"Doce, de leite, cremoso",306.31013,5.478293,59.493373,5.993
"Geléia, mocotó, natural",106.086667,2.125,24.231667,0.073333
Glicose de milho,292.118405,0,79.38,0
Maria mole,301.235888,3.81285,73.553483,0.19
"Maria mole, coco queimado",306.631897,3.93495,75.059383,0.089333
Marmelada,257.241473,0.4,70.763333,0.137333
"Mel, de abelha",309.242667,0,84.033333,0
Melado,296.506491,0,76.616667,0
Quindim,411.348722,4.7375,46.298833,24.425
Rapadura,351.958122,0.989583,90.792417,0.070667
"Café, pó, torrado",418.618667,14.7,65.753333,11.946667
"Capuccino, pó",417.406667,11.3125,73.614167,8.633333
"Fermento em pó, químico",89.722067,0.475333,43.911333,0.073333
"Fermento, biológico, levedura, tablete",89.794867,16.956999,7.698667,1.517667
"Gelatina, sabores variados, pó",380.2229,8.886667,89.223333,0
"Sal, dietético",0,0,0,0
"Sal, grosso",0,0,0,0
Shoyu,60.92775,3.3125,11.6475,0.326667
Tempero a base de sal,21.33,2.666667,2.073333,0.263333
"Azeitona, preta, conserva",194.153847,1.1625,5.5445,20.345
"Azeitona, verde, conserva",136.93643,0.947917,4.10175,14.215667
"Chantilly, spray, com gordura vegetal",314.956,0.525,16.855,27.270667
"Leite, de coco",166.160302,1.014067,2.1946,18.364333
"Maionese, tradicional com ovos",302.152678,0.58125,7.89975,30.497667
Acarajé,289.211667,8.345833,19.113833,19.930333
Arroz carreteiro,153.772,10.829167,11.584833,7.124
"Baião de dois, arroz e feijão-de-corda",135.681333,6.239583,20.41775,3.228
Barreado,164.975234,18.26875,0.23625,9.534
"Bife à cavalo, com contra filé",291.229509,23.660417,0,21.146667
Bolinho de arroz,273.514333,8.039583,41.68275,8.291667
Camarão à baiana,100.783043,7.941667,3.173667,5.967667
"Charuto, de repolho",78.234729,6.779167,10.133167,1.116667
"Cuscuz, de milho, cozido com sal",113.459482,2.15625,25.281417,0.679667
"Cuscuz, paulista",142.123,2.558333,22.513667,4.648333
"Cuxá, molho",80.091616,5.64375,5.738917,3.592667
Dobradinha,124.500201,19.772917,0,4.442333
Estrogonofe de carne,173.141364,15.03125,2.975417,10.803
Estrogonofe de frango,156.806103,17.552083,2.593917,7.962333
Feijão tropeiro mineiro,151.561857,10.170833,19.581833,6.790667
L,116.933457,8.670833,11.641833,6.477333
"Frango, com açafrão",112.783769,9.697917,4.062083,6.17
"Macarrão, molho bolognesa",119.531771,4.9343,22.522367,0.889667
Maniçoba,134.222893,9.958333,3.419333,8.699333
Quibebe,86.34923,8.55625,6.644083,2.672
"Salada, de legumes, com maionese",96.103588,1.05,8.924,7.039
"Salada, de legumes, cozida no vapor",35.408104,2.00625,7.089083,0.311667
"Salpicão, de frango",147.864596,13.925,4.569,7.840667
Sarapatel,122.981858,18.472917,1.094083,4.42
Tabule,57.453477,2.04633,10.581003,1.208
Tacacá,46.889177,6.958333,3.39,0.359667
"Tapioca, com manteiga",347.826556,0.089583,63.59175,10.908333
"Tucupi, com pimenta-de-cheiro",27.183798,2.05625,4.73775,0.283667
Vaca atolada,144.89698,5.122917,10.061417,9.322
Vatapá,254.893286,5.997834,9.7485,23.226333
Virado à paulista,306.946786,10.18125,14.109083,25.590667
Yakisoba,112.802041,7.516667,18.251333,2.607
"Amendoim, grão, cru",544.052656,27.1908,20.313533,43.85
"Amendoim, torrado, salgado",605.781093,22.47518,18.702487,53.963333
"Ervilha, em vagem",88.093582,7.452083,14.227583,0.471
"Ervilha, enlatada, drenada",73.844704,4.597826,13.442174,0.38
"Feijão, carioca, cozido",76.424086,4.775,13.591033,0.542333
"Feijão, carioca, cru",329.026736,19.981884,61.221449,1.256667
"Feijão, fradinho, cozido",78.008897,5.09375,13.499583,0.644
"Feijão, fradinho, cru",339.164767,20.208333,61.24,2.365
"Feijão, jalo, cozido",92.73992,6.14375,16.49525,0.512
"Feijão, jalo, cru",327.905267,20.104167,61.479167,0.946667
"Feijão, preto, cozido",77.027267,4.479167,14.005167,0.535667
"Feijão, preto, cru",323.565712,21.344203,58.752464,1.24
"Feijão, rajado, cozido",84.701853,5.5375,15.2675,0.4
"Feijão, rajado, cru",325.844411,17.270833,62.929167,1.17
"Feijão, rosinha, cozido",67.866229,4.539583,11.82275,0.477333
"Feijão, rosinha, cru",336.961911,20.916667,62.223333,1.33
"Feijão, roxo, cozido",76.893382,5.720833,12.908167,0.538333
"Feijão, roxo, cru",331.414977,22.166667,59.986667,1.236667
"Grão-de-bico, cru",354.702877,21.229167,57.884167,5.43
"Guandu, cru",344.133651,18.964583,64.000417,2.132
"Lentilha, cozida",92.638766,6.310417,16.30225,0.524667
"Lentilha, crua",339.14124,23.152174,62.004493,0.77
"Paçoca, amendoim",486.927086,15.995833,52.376167,26.075333
"Pé-de-moleque, amendoim",503.190366,13.16224,54.730427,28.048333
"Soja, farinha",403.955846,36.0301,38.4399,14.633333
"Soja, extrato solúvel, natural, fluido",39.104855,2.38107,4.275263,1.606
"Soja, extrato solúvel, pó",458.895729,35.6875,28.482833,26.181
"Soja, queijo (tofu)",64.485094,6.553177,2.126823,3.953333
"Tremoço, cru",381.278174,33.575,43.786333,10.342
"Tremoço, em conserva",120.642585,11.108333,12.389333,3.784
"Amêndoa, torrada, salgada",580.746955,18.554759,29.54724,47.324333
"Castanha-de-caju, torrada, salgada",570.167627,18.509367,29.134966,46.279667
"Castanha-do-Brasil, crua",642.963072,14.53634,15.07866,63.459
"Coco, cru",406.487353,3.691834,10.401666,41.976333
"Farinha, de mesocarpo de babaçu, crua",328.7714,1.406267,79.173067,0.198
"Gergelim, semente",583.546715,21.164667,21.617666,50.432667
"Linhaça, semente",495.096114,14.083867,43.312199,32.252933
"Pinhão, cozido",174.369902,2.980367,43.917633,0.747
"Pupunha, cozida",218.533881,2.522917,29.569417,12.761667
"Noz, crua",620.06002,13.970801,18.363866,59.359667
